title,Avg_salary,State,job_category,salary_year
#1 Audience AD Targeting Coompany ,"$193,938 per year",NY,Data Scientist,"$193,938 "
MBCAA ,"$176,955 per year",NY,Data Scientist,"$176,955 "
Phillips Staffing Solutions ,"$93,054 per year",NY,Data Scientist,"$93,054 "
Lodestar Executive Search ,"$93,054 per year",NY,Data Scientist,"$93,054 "
Huxley IT ,"$149,027 per year",NY,Data Scientist,"$149,027 "
CMD And Associates ,"$91,593 per year",NY,Data Scientist,"$91,593 "
Joule Scientific ,"$46,800 per year",NY,Data Scientist,"$46,800 "
1010data ,"$98,262 per year",NY,Data Scientist,"$98,262 "
Data Talent ,"$207,035 per year",NY,Data Scientist,"$207,035 "
"Simulmedia, Inc. ","$92,626 per year",NY,Data Scientist,"$92,626 "
"Fowler Placement Services, Inc. ","$93,054 per year",NY,Data Scientist,"$93,054 "
Plastic Executive Recruiters ,"$93,054 per year",NY,Data Scientist,"$93,054 "
Career Techniques ,"$137,456 per year",NY,Data Scientist,"$137,456 "
Princeton Consulting ,"$148,105 per year",NY,Data Scientist,"$148,105 "
"Medidata Solutions, Inc. ","$107,080 per year",NY,Data Scientist,"$107,080 "
NYC Department of Health and Mental Hygiene ,"$72,153 per year",NY,Data Scientist,"$72,153 "
eBay Inc. ,"$150,942 per year",NY,Data Scientist,"$150,942 "
IBM ,"$115,532 per year",OH,Data Scientist,"$115,532 "
JPMorgan Chase ,"$103,292 per year",OH,Data Scientist,"$103,292 "
Emerald Resource Group ,"$97,303 per year",OH,Data Scientist,"$97,303 "
Harnham ,"$114,753 per year",OH,Data Scientist,"$114,753 "
Perspective Talent LLC ,"$108,515 per year",OH,Data Scientist,"$108,515 "
Vantiv LLC ,"$90,641 per year",OH,Data Scientist,"$90,641 "
Ind Hr Solution ,"$70,000 per year",OH,Data Scientist,"$70,000 "
CyberCoders ,"$128,067 per year",OH,Data Scientist,"$128,067 "
Robert Half Technology ,"$103,945 per year",OH,Data Scientist,"$103,945 "
" in Cincinnati, OH","$109,634 per year",OH,Data Scientist,"$109,634 "
" in Columbus, OH","$96,389 per year",OH,Data Scientist,"$96,389 "
" in Cleveland, OH","$90,078 per year",OH,Data Scientist,"$90,078 "
" in Akron, OH","$84,296 per year",OH,Data Scientist,"$84,296 "
"Smith Hanley Associates, LLC ","$128,443 per year",PA,Data Scientist,"$128,443 "
Comcast ,"$111,923 per year",PA,Data Scientist,"$111,923 "
University of Pittsburgh ,"$59,814 per year",PA,Data Scientist,"$59,814 "
Jobspring Partners ,"$120,155 per year",PA,Data Scientist,"$120,155 "
All-In Analytics ,"$115,088 per year",PA,Data Scientist,"$115,088 "
Uber ,"$55,328 per year",PA,Data Scientist,"$55,328 "
Harnham ,"$134,639 per year",PA,Data Scientist,"$134,639 "
Motion Recruitment Partners ,"$124,115 per year",PA,Data Scientist,"$124,115 "
"Computer Enterprises, Inc. ","$111,053 per year",PA,Data Scientist,"$111,053 "
CyberCoders ,"$131,002 per year",PA,Data Scientist,"$131,002 "
" in Philadelphia, PA","$113,235 per year",PA,Data Scientist,"$113,235 "
" in Pittsburgh, PA","$88,310 per year",PA,Data Scientist,"$88,310 "
" in Plymouth Meeting, PA","$132,257 per year",PA,Data Scientist,"$132,257 "
" in Malvern, PA","$105,470 per year",PA,Data Scientist,"$105,470 "
Workbridge Associates ,"$109,759 per year",PA,Data Scientist,"$109,759 "
Juno Search Partners ,"$43,402 per year",PA,Data Scientist,"$43,402 "
TechInMotion ,"$92,134 per year",PA,Data Scientist,"$92,134 "
Assero Services ,"$40,000 per year",PA,Data Scientist,"$40,000 "
IBM ,"$126,247 per year",TX,Data Scientist,"$126,247 "
Forrester Bradley International ,"$200,000 per year",TX,Data Scientist,"$200,000 "
Craftlogic Software LLC ,"$155,665 per year",TX,Data Scientist,"$155,665 "
House of Recruitment ,"$150,769 per year",TX,Data Scientist,"$150,769 "
Burtch Works ,"$146,529 per year",TX,Data Scientist,"$146,529 "
IDC Technologies ,"$140,000 per year",TX,Data Scientist,"$140,000 "
Z&A Recruiting ,"$132,729 per year",TX,Data Scientist,"$132,729 "
Big Wednesday Digital ,"$128,135 per year",TX,Data Scientist,"$128,135 "
Oscar Technology ,"$134,075 per year",TX,Data Scientist,"$134,075 "
"Smith Hanley Associates, LLC ","$127,205 per year",TX,Data Scientist,"$127,205 "
" in Austin, TX","$115,154 per year",TX,Data Scientist,"$115,154 "
" in Dallas, TX","$107,833 per year",TX,Data Scientist,"$107,833 "
" in Houston, TX","$125,694 per year",TX,Data Scientist,"$125,694 "
" in San Antonio, TX","$132,686 per year",TX,Data Scientist,"$132,686 "
" in Plano, TX","$94,640 per year",TX,Data Scientist,"$94,640 "
HomeAway ,"$117,906 per year",TX,Data Scientist,"$117,906 "
Indeed ,"$113,615 per year",TX,Data Scientist,"$113,615 "
USAA ,"$102,255 per year",TX,Data Scientist,"$102,255 "
Ericsson ,"$100,003 per year",TX,Data Scientist,"$100,003 "
"Jamy Interactive, Inc ","$131,383 per year",TX,Data Scientist,"$131,383 "
Austin Fraser USA ,"$125,725 per year",TX,Data Scientist,"$125,725 "
FRG Technology Consulting ,"$128,140 per year",TX,Data Scientist,"$128,140 "
Our client a leading Media House in United States ,"$120,000 per year",TX,Data Scientist,"$120,000 "
AVISPA LLC ,"$109,849 per year",TX,Data Scientist,"$109,849 "
"Horn Solutions, Inc. ","$105,000 per year",TX,Data Scientist,"$105,000 "
Schlumberger ,"$100,997 per year",TX,Data Scientist,"$100,997 "
Capital One ,"$95,871 per year",TX,Data Scientist,"$95,871 "
Providence Partners ,"$100,000 per year",TX,Data Scientist,"$100,000 "
Providence Partners & Associates ,"$100,000 per year",TX,Data Scientist,"$100,000 "
Camden Kelly ,"$97,338 per year",TX,Data Scientist,"$97,338 "
Camden Kelly Corporation ,"$94,183 per year",TX,Data Scientist,"$94,183 "
Roc Search ,"$91,935 per year",TX,Data Scientist,"$91,935 "
"RANG TECHNOLOGIES, INC. ","$79,843 per year",TX,Data Scientist,"$79,843 "
Capitalogix Trading LP ,"$79,152 per year",TX,Data Scientist,"$79,152 "
atriait ,"$75,000 per year",TX,Data Scientist,"$75,000 "
Robert Half Technology ,"$113,887 per year",TX,Data Scientist,"$113,887 "
BlueOptima ,"$75,000 per year",TX,Data Scientist,"$75,000 "
Frank Recruitment Group ,"$130,664 per year",TX,Data Scientist,"$130,664 "
Austin Fraser ,"$125,898 per year",TX,Data Scientist,"$125,898 "
Nigel Frank International ,"$127,202 per year",TX,Data Scientist,"$127,202 "
CyberCoders ,"$118,943 per year",TX,Data Scientist,"$118,943 "
"RightStaff, Inc. ","$121,975 per year",TX,Data Scientist,"$121,975 "
Workbridge Associates ,"$116,884 per year",TX,Data Scientist,"$116,884 "
Prestige Staffing ,"$107,002 per year",TX,Data Scientist,"$107,002 "
All-In Analytics ,"$99,116 per year",TX,Data Scientist,"$99,116 "
"Career Brokers, Inc. ","$98,058 per year",TX,Data Scientist,"$98,058 "
Airbnb ,"$167,725 per year",US,Data Scientist,"$167,725 "
Apple ,"$167,978 per year",US,Data Scientist,"$167,978 "
Walmart ,"$153,076 per year",US,Data Scientist,"$153,076 "
Cisco ,"$150,275 per year",US,Data Scientist,"$150,275 "
PayPal ,"$149,866 per year",US,Data Scientist,"$149,866 "
Lyft ,"$151,500 per year",US,Data Scientist,"$151,500 "
Twitter ,"$148,519 per year",US,Data Scientist,"$148,519 "
Facebook ,"$142,959 per year",US,Data Scientist,"$142,959 "
Bristol-Myers Squibb ,"$143,435 per year",US,Data Scientist,"$143,435 "
Microsoft ,"$131,987 per year",US,Data Scientist,"$131,987 "
" in Boston, MA","$146,281 per year",US,Data Scientist,"$146,281 "
" in New York, NY","$148,958 per year",US,Data Scientist,"$148,958 "
" in San Francisco, CA","$151,869 per year",US,Data Scientist,"$151,869 "
" in Chicago, IL","$115,853 per year",US,Data Scientist,"$115,853 "
" in San Jose, CA","$142,610 per year",US,Data Scientist,"$142,610 "
Groupon ,"$125,505 per year",US,Data Scientist,"$125,505 "
Comcast ,"$121,734 per year",US,Data Scientist,"$121,734 "
AT&T ,"$127,559 per year",US,Data Scientist,"$127,559 "
eBay Inc. ,"$126,570 per year",US,Data Scientist,"$126,570 "
Amazon.com ,"$122,204 per year",US,Data Scientist,"$122,204 "
Uber ,"$121,089 per year",US,Data Scientist,"$121,089 "
Liberty Mutual ,"$119,842 per year",US,Data Scientist,"$119,842 "
Intel ,"$119,829 per year",US,Data Scientist,"$119,829 "
JPMorgan Chase ,"$117,470 per year",US,Data Scientist,"$117,470 "
GE Corporate ,"$131,640 per year",US,Data Scientist,"$131,640 "
TripAdvisor ,"$118,839 per year",US,Data Scientist,"$118,839 "
Oracle ,"$115,501 per year",US,Data Scientist,"$115,501 "
Dell ,"$114,771 per year",US,Data Scientist,"$114,771 "
Sears ,"$113,713 per year",US,Data Scientist,"$113,713 "
Pfizer Inc. ,"$114,628 per year",US,Data Scientist,"$114,628 "
USAA ,"$102,255 per year",US,Data Scientist,"$102,255 "
Booz Allen Hamilton ,"$109,210 per year",US,Data Scientist,"$109,210 "
IBM ,"$105,218 per year",US,Data Scientist,"$105,218 "
Wayfair ,"$105,388 per year",US,Data Scientist,"$105,388 "
National Security Agency ,"$99,900 per year",US,Data Scientist,"$99,900 "
Novartis ,"$104,587 per year",US,Data Scientist,"$104,587 "
Capital One ,"$103,588 per year",US,Data Scientist,"$103,588 "
Accenture ,"$102,924 per year",US,Data Scientist,"$102,924 "
Boeing ,"$102,442 per year",US,Data Scientist,"$102,442 "
Philips ,"$103,061 per year",US,Data Scientist,"$103,061 "
Schlumberger ,"$102,890 per year",US,Data Scientist,"$102,890 "
Ford Motor Company ,"$99,188 per year",US,Data Scientist,"$99,188 "
Infosys ,"$100,307 per year",US,Data Scientist,"$100,307 "
Nielsen ,"$96,082 per year",US,Data Scientist,"$96,082 "
Department of Veterans Affairs ,"$95,807 per year",US,Data Scientist,"$95,807 "
Honeywell ,"$97,079 per year",US,Data Scientist,"$97,079 "
Monsanto ,"$91,780 per year",US,Data Scientist,"$91,780 "
SunTrust ,"$87,328 per year",US,Data Scientist,"$87,328 "
University of California Berkeley ,"$78,327 per year",US,Data Scientist,"$78,327 "
Sprint ,"$84,688 per year",US,Data Scientist,"$84,688 "
Caterpillar ,"$84,371 per year",US,Data Scientist,"$84,371 "
Seagate Technology ,"$82,684 per year",US,Data Scientist,"$82,684 "
UnitedHealth Group ,"$79,694 per year",US,Data Scientist,"$79,694 "
NCR ,"$82,957 per year",US,Data Scientist,"$82,957 "
CyberCoders ,"$137,644 per year",US,Data Scientist,"$137,644 "
Aetna ,"$109,448 per year",US,Data Scientist,"$109,448 "
Google ,"$125,482 per year",US,Data Scientist,"$125,482 "
Indeed ,"$116,292 per year",US,Data Scientist,"$116,292 "
Esurance ,"$96,811 per year",US,Data Scientist,"$96,811 "
CA Technologies ,"$103,757 per year",US,Data Scientist,"$103,757 "
The Home Depot ,"$103,181 per year",US,Data Scientist,"$103,181 "
Department of the Interior ,"$60,122 per year",US,Data Scientist,"$60,122 "
Staples ,"$157,138 per year",US,Data Scientist,"$157,138 "
"Move, Inc. ","$150,302 per year",US,Data Scientist,"$150,302 "
Grainger ,"$121,868 per year",US,Data Scientist,"$121,868 "
Bloomberg ,"$113,570 per year",US,Data Scientist,"$113,570 "
General Motors ,"$93,144 per year",US,Data Scientist,"$93,144 "
Nike ,"$123,943 per year",US,Data Scientist,"$123,943 "
Ericsson ,"$100,003 per year",US,Data Scientist,"$100,003 "
American Family Insurance ,"$159,397 per year",US,Data Scientist,"$159,397 "
Information Resources Inc. ,"$58,057 per year",US,Data Scientist,"$58,057 "
Priceline.com ,"$93,392 per year",US,Data Scientist,"$93,392 "
"Optimal CAE, Inc ","$103,694 per year",US,Data Scientist,"$103,694 "
Tata Consultancy Services (TCS) ,"$118,240 per year",US,Data Scientist,"$118,240 "
Workbridge Associates ,"$127,983 per year",US,Data Scientist,"$127,983 "
Jobspring Partners ,"$135,691 per year",US,Data Scientist,"$135,691 "
Harnham ,"$159,546 per year",US,Data Scientist,"$159,546 "
Averity ,"$165,053 per year",US,Data Scientist,"$165,053 "
Robert Half Technology ,"$107,874 per year",US,Data Scientist,"$107,874 "
Request Technology ,"$114,034 per year",US,Data Scientist,"$114,034 "
Pitney Bowes ,"$110,472 per year",US,Data Scientist,"$110,472 "
"WSI Nationwide, Inc. ","$154,956 per year",US,Data Scientist,"$154,956 "
Selby Jennings ,"$144,257 per year",US,Data Scientist,"$144,257 "
Huxley Associates ,"$143,746 per year",US,Data Scientist,"$143,746 "
All-In Analytics ,"$124,939 per year",US,Data Scientist,"$124,939 "
"Smith Hanley Associates, LLC ","$128,414 per year",US,Data Scientist,"$128,414 "
Glocomms ,"$168,622 per year",US,Data Scientist,"$168,622 "
Emerald Resource Group ,"$97,303 per year",US,Data Scientist,"$97,303 "
Oliver James Associates ,"$150,770 per year",US,Data Scientist,"$150,770 "
Motion Recruitment Partners ,"$144,631 per year",US,Data Scientist,"$144,631 "
TechInMotion ,"$125,191 per year",US,Data Scientist,"$125,191 "
Rang Technologies Inc. ,"$81,656 per year",US,Data Scientist,"$81,656 "
Intelletec ,"$186,369 per year",US,Data Scientist,"$186,369 "
The Job Jobber ,"$140,728 per year",US,Data Scientist,"$140,728 "
"Career Brokers, Inc. ","$144,948 per year",US,Data Scientist,"$144,948 "
"Professional Recruiting Partners, LLC ","$143,115 per year",US,Data Scientist,"$143,115 "
Bertram & Associates ,"$141,081 per year",US,Data Scientist,"$141,081 "
Bio-Partners ,"$140,979 per year",US,Data Scientist,"$140,979 "
Plastic Executive Recruiters ,"$143,115 per year",US,Data Scientist,"$143,115 "
Lodestar Executive Search ,"$142,813 per year",US,Data Scientist,"$142,813 "
"Fowler Placement Services, Inc. ","$143,098 per year",US,Data Scientist,"$143,098 "
"PSU Personnel Services Unlimited, Inc. ","$143,115 per year",US,Data Scientist,"$143,115 "
Tri-Force ,"$140,635 per year",US,Data Scientist,"$140,635 "
SearchStars ,"$143,115 per year",US,Data Scientist,"$143,115 "
Hire Horizons ,"$143,383 per year",US,Data Scientist,"$143,383 "
"Technology Recruiting Solutions, Inc. ","$143,383 per year",US,Data Scientist,"$143,383 "
True North Consultants ,"$143,383 per year",US,Data Scientist,"$143,383 "
Lawrence Harvey ,"$145,417 per year",US,Data Scientist,"$145,417 "
"MJ Recruiters, LLC ","$143,383 per year",US,Data Scientist,"$143,383 "
Ploeger Recruiting Services ,"$140,526 per year",US,Data Scientist,"$140,526 "
AutoPro Technical Recruiting ,"$143,383 per year",US,Data Scientist,"$143,383 "
MMS Group ,"$143,383 per year",US,Data Scientist,"$143,383 "
ONESource Technical ,"$143,383 per year",US,Data Scientist,"$143,383 "
Helffrich International ,"$143,098 per year",US,Data Scientist,"$143,098 "
Darwin Recruitment ,"$150,979 per year",US,Data Scientist,"$150,979 "
Piper Companies ,"$125,027 per year",US,Data Scientist,"$125,027 "
Analytic Recruiting ,"$125,116 per year",US,Data Scientist,"$125,116 "
Kforce ,"$157,900 per year",US,Data Scientist,"$157,900 "
Nigel Frank International ,"$114,077 per year",US,Data Scientist,"$114,077 "
Hirewell ,"$114,665 per year",US,Data Scientist,"$114,665 "
Prevalent Group ,"$144,797 per year",US,Data Scientist,"$144,797 "
Rinalytics Advisors ,"$151,833 per year",US,Data Scientist,"$151,833 "
CHASE Professionals ,"$119,380 per year",US,Data Scientist,"$119,380 "
PMG Employment Consultants ,"$141,304 per year",US,Data Scientist,"$141,304 "
NORTH STAR ,"$194,039 per year",US,Data Scientist,"$194,039 "
Austin Fraser USA ,"$125,725 per year",US,Data Scientist,"$125,725 "
LinkedIn ,"$141,046 per year",US,Data Scientist,"$141,046 "
Gables Search Group ,"$176,275 per year",US,Data Scientist,"$176,275 "
Phillips Staffing Solutions ,"$143,115 per year",US,Data Scientist,"$143,115 "
The Bivium Group ,"$123,859 per year",US,Data Scientist,"$123,859 "
IDC Technologies ,"$126,284 per year",US,Data Scientist,"$126,284 "
CMD And Associates ,"$126,403 per year",US,Data Scientist,"$126,403 "
Burtch Works ,"$143,148 per year",US,Data Scientist,"$143,148 "
Onboard.jobs ,"$123,149 per year",US,Data Scientist,"$123,149 "
Wade & Wendy ,"$111,743 per year",US,Data Scientist,"$111,743 "
Ezra Penland Actuarial Recruitment ,"$131,198 per year",US,Data Scientist,"$131,198 "
MedExec International ,"$143,115 per year",US,Data Scientist,"$143,115 "
ICONSTAFF ,"$153,022 per year",US,Data Scientist,"$153,022 "
The Hastings Group ,"$143,115 per year",US,Data Scientist,"$143,115 "
JDP Search Group ,"$121,453 per year",US,Data Scientist,"$121,453 "
Systematic business consulting ,"$125,776 per year",US,Data Scientist,"$125,776 "
Principle Solutions Group ,"$112,655 per year",US,Data Scientist,"$112,655 "
Oscar Technology ,"$126,771 per year",US,Data Scientist,"$126,771 "
Austin Fraser ,"$125,898 per year",US,Data Scientist,"$125,898 "
Salesforce ,"$111,572 per year",US,Data Scientist,"$111,572 "
TEKsystems ,"$84,585 per year",US,Data Scientist,"$84,585 "
Big Wednesday Digital ,"$122,131 per year",US,Data Scientist,"$122,131 "
Ability Professional Network ,"$125,590 per year",US,Data Scientist,"$125,590 "
Food Management Search ,"$139,734 per year",US,Data Scientist,"$139,734 "
Frank Recruitment Group ,"$167,630 per year",US,Data Scientist,"$167,630 "
"MBA IT Consulting Services, Inc. ","$139,734 per year",US,Data Scientist,"$139,734 "
Perspective Talent LLC ,"$109,218 per year",US,Data Scientist,"$109,218 "
Affinity Executive Search ,"$110,005 per year",US,Data Scientist,"$110,005 "
Careers 2005 ,"$140,994 per year",US,Data Scientist,"$140,994 "
"Rayco Technical Solutions, LLC ","$143,115 per year",US,Data Scientist,"$143,115 "
Client Staffing Solutions ,"$126,419 per year",US,Data Scientist,"$126,419 "
Momentum LLC ,"$118,916 per year",US,Data Scientist,"$118,916 "
Military4Hire ,"$143,115 per year",US,Data Scientist,"$143,115 "
Enterprise Search Associates ,"$143,383 per year",US,Data Scientist,"$143,383 "
Computer Futures Solutions ,"$124,355 per year",US,Data Scientist,"$124,355 "
The Pursell Group ,"$145,346 per year",US,Data Scientist,"$145,346 "
Blair Search ,"$143,115 per year",US,Data Scientist,"$143,115 "
HERO.jobs ,"$154,919 per year",US,Data Scientist,"$154,919 "
American Express ,"$200,000 per year",US,Data Scientist,"$200,000 "
The University of Michigan ,"$71,908 per year",US,Data Scientist,"$71,908 "
North Peak Recruiting ,"$140,276 per year",US,Data Scientist,"$140,276 "
Prosigo Executive Search ,"$139,314 per year",US,Data Scientist,"$139,314 "
MRP ,"$134,559 per year",US,Data Scientist,"$134,559 "
FRG Technology Consulting ,"$164,750 per year",US,Data Scientist,"$164,750 "
"NBN, Inc. ","$146,857 per year",US,Data Scientist,"$146,857 "
Apex Systems ,"$126,623 per year",US,Data Scientist,"$126,623 "
Jim Crumpley & Associates ,"$137,010 per year",US,Data Scientist,"$137,010 "
3coast ,"$134,337 per year",US,Data Scientist,"$134,337 "
Netflix ,"$200,926 per year",US,Data Scientist,"$200,926 "
"Clifton Johnson Associates, Inc. ","$126,944 per year",US,Data Scientist,"$126,944 "
Motion Partners ,"$143,852 per year",US,Data Scientist,"$143,852 "
Cameron Craig Group ,"$137,221 per year",US,Data Scientist,"$137,221 "
Venturi Limited ,"$159,790 per year",US,Data Scientist,"$159,790 "
Painter & Associates Personnel ,"$146,092 per year",US,Data Scientist,"$146,092 "
Roland and Associates ,"$164,674 per year",US,Data Scientist,"$164,674 "
PullSkill Technologies ,"$118,403 per year",US,Data Scientist,"$118,403 "
Rapid Interviews ,"$148,807 per year",US,Data Scientist,"$148,807 "
GQR Global Markets ,"$138,824 per year",US,Data Scientist,"$138,824 "
BeecherMadden ,"$137,937 per year",US,Data Scientist,"$137,937 "
Management Performance Associates ,"$146,070 per year",US,Data Scientist,"$146,070 "
"RANG TECHNOLOGIES, INC. ","$90,588 per year",US,Data Scientist,"$90,588 "
Infinity Consulting Solutions ,"$144,230 per year",US,Data Scientist,"$144,230 "
Prestige Staffing ,"$111,735 per year",US,Data Scientist,"$111,735 "
"Insurance Services Office, Inc. ","$91,765 per year",US,Data Scientist,"$91,765 "
Step Beyond ,"$135,119 per year",US,Data Scientist,"$135,119 "
Zillow ,"$156,007 per year",US,Data Scientist,"$156,007 "
S.C. International ,"$119,489 per year",US,Data Scientist,"$119,489 "
University of Utah ,"$80,781 per year",US,Data Scientist,"$80,781 "
Robert Walters ,"$142,890 per year",US,Data Scientist,"$142,890 "
Pull Skill Technologies Inc ,"$126,057 per year",US,Data Scientist,"$126,057 "
"Superior Search Consultants, Inc. ","$135,119 per year",US,Data Scientist,"$135,119 "
Zp group ,"$117,188 per year",US,Data Scientist,"$117,188 "
"ADS Alliance Data Systems, Inc. ","$100,153 per year",US,Data Scientist,"$100,153 "
BCT Resourcing ,"$155,218 per year",US,Data Scientist,"$155,218 "
Clover Health ,"$165,000 per year",US,Data Scientist,"$165,000 "
Strategic Employment Partners ,"$121,999 per year",US,Data Scientist,"$121,999 "
Forrester Bradley International ,"$175,000 per year",US,Data Scientist,"$175,000 "
Victor Noble Associates ,"$153,745 per year",US,Data Scientist,"$153,745 "
Z&A Recruiting ,"$132,729 per year",US,Data Scientist,"$132,729 "
Enterprise Select ,"$131,611 per year",US,Data Scientist,"$131,611 "
Peritus Inc. ,"$109,472 per year",US,Data Scientist,"$109,472 "
"Bloom Consulting Services, LLC. ","$117,473 per year",US,Data Scientist,"$117,473 "
Venturi Ltd ,"$178,266 per year",US,Data Scientist,"$178,266 "
Adobe ,"$130,785 per year",US,Data Scientist,"$130,785 "
Washington Frank ,"$129,766 per year",US,Data Scientist,"$129,766 "
J&S Professional Recruiters ,"$160,626 per year",US,Data Scientist,"$160,626 "
"Computer Enterprises, Inc. ","$113,254 per year",US,Data Scientist,"$113,254 "
Craftlogic Software LLC ,"$155,665 per year",US,Data Scientist,"$155,665 "
Rinalytics ,"$138,219 per year",US,Data Scientist,"$138,219 "
nsa ,"$88,823 per year",US,Data Scientist,"$88,823 "
Empiric Solutions ,"$129,191 per year",US,Data Scientist,"$129,191 "
Strategic IT Staffing ,"$150,459 per year",US,Data Scientist,"$150,459 "
VincentBenjamin ,"$132,834 per year",US,Data Scientist,"$132,834 "
Manthan Systems ,"$119,012 per year",US,Data Scientist,"$119,012 "
LT ,"$153,610 per year",US,Data Scientist,"$153,610 "
Technical Connections ,"$126,821 per year",US,Data Scientist,"$126,821 "
fulltimeGiGS ,"$114,277 per year",US,Data Scientist,"$114,277 "
EVEN ,"$35,000 per year",US,Data Scientist,"$35,000 "
Liberty Mutual Group Inc. ,"$108,515 per year",US,Data Scientist,"$108,515 "
Boston Consulting Group ,"$120,407 per year",US,Data Scientist,"$120,407 "
Brooksource ,"$133,226 per year",US,Data Scientist,"$133,226 "
Venturi ,"$212,645 per year",US,Data Scientist,"$212,645 "
NJF Search ,"$300,000 per year",US,Data Scientist,"$300,000 "
Cutting Edge Medical Diagnostics ,"$140,000 per year",US,Data Scientist,"$140,000 "
ProEnlist ,"$103,933 per year",US,Data Scientist,"$103,933 "
"Target Enterprise, Inc. ","$148,633 per year",US,Data Scientist,"$148,633 "
Zamplus Technology ,"$70,000 per year",US,Data Scientist,"$70,000 "
NAKAMA ,"$89,450 per year",US,Data Scientist,"$89,450 "
"Prime Team Partners, Inc ","$144,936 per year",US,Data Scientist,"$144,936 "
Expedia Group ,"$109,923 per year",US,Data Scientist,"$109,923 "
Relevante Inc ,"$194,682 per year",US,Data Scientist,"$194,682 "
Snap Inc. ,"$107,874 per year",US,Data Scientist,"$107,874 "
University of Pittsburgh ,"$59,814 per year",US,Data Scientist,"$59,814 "
ThinkingAhead ,"$115,131 per year",US,Data Scientist,"$115,131 "
KDR Recruitment ,"$157,792 per year",US,Data Scientist,"$157,792 "
University of Massachusetts Amherst ,"$64,857 per year",US,Data Scientist,"$64,857 "
NXT Level ,"$137,510 per year",US,Data Scientist,"$137,510 "
PHAIDON INTERNATIONAL ,"$179,619 per year",US,Data Scientist,"$179,619 "
Central Intelligence Agency ,"$89,578 per year",US,Data Scientist,"$89,578 "
aven pharma & tech llc ,"$67,934 per year",US,Data Scientist,"$67,934 "
Acro Service Corporation ,"$120,000 per year",US,Data Scientist,"$120,000 "
GMS Advisors ,"$156,596 per year",US,Data Scientist,"$156,596 "
"Square, Inc. ","$118,654 per year",US,Data Scientist,"$118,654 "
nexChange.in ,"$120,000 per year",US,Data Scientist,"$120,000 "
Zachary Piper Solutions ,"$182,870 per year",US,Data Scientist,"$182,870 "
The Talent Solution ,"$119,535 per year",US,Data Scientist,"$119,535 "
"Epitec, Inc. ","$99,001 per year",US,Data Scientist,"$99,001 "
Kohl's ,"$141,343 per year",US,Data Scientist,"$141,343 "
AIG ,"$121,880 per year",US,Data Scientist,"$121,880 "
Access Staffing LLC ,"$195,004 per year",US,Data Scientist,"$195,004 "
Huxley Banking & Financial Services ,"$142,635 per year",US,Data Scientist,"$142,635 "
"Jamy Interactive, Inc ","$131,675 per year",US,Data Scientist,"$131,675 "
UC San Diego ,"$74,660 per year",US,Data Scientist,"$74,660 "
Department of Mental Health and Hygiene ,"$77,257 per year",US,Data Scientist,"$77,257 "
Parallel Consulting: GB ,"$169,396 per year",US,Data Scientist,"$169,396 "
"Accelerated Innovators Inc, ","$80,000 per year",US,Data Scientist,"$80,000 "
MBCAA ,"$153,401 per year",US,Data Scientist,"$153,401 "
Corporate Labs Technology ,"$140,952 per year",US,Data Scientist,"$140,952 "
Identified Talent Solutions ,"$110,000 per year",US,Data Scientist,"$110,000 "
RecruitiFi ,"$100,000 per year",US,Data Scientist,"$100,000 "
ALTAMIRA ,"$111,812 per year",US,Data Scientist,"$111,812 "
EmployVision Inc ,"$120,000 per year",US,Data Scientist,"$120,000 "
Intuit ,"$142,328 per year",US,Data Scientist,"$142,328 "
TekPartners ,"$135,226 per year",US,Data Scientist,"$135,226 "
"Visual Soft, Inc ","$149,030 per year",US,Data Scientist,"$149,030 "
MetLife ,"$98,480 per year",US,Data Scientist,"$98,480 "
Applefield Recruitment ,"$142,303 per year",US,Data Scientist,"$142,303 "
NPD Global ,"$140,000 per year",US,Data Scientist,"$140,000 "
QuantiModo ,"$60,000 per year",US,Data Scientist,"$60,000 "
OPTIMUM CAREER SOLUTIONS ,"$200,000 per year",US,Data Scientist,"$200,000 "
ZestFinance ,"$113,324 per year",US,Data Scientist,"$113,324 "
Humana ,"$86,907 per year",US,Data Scientist,"$86,907 "
University of Virginia ,"$67,308 per year",US,Data Scientist,"$67,308 "
Stitch Fix ,"$150,673 per year",US,Data Scientist,"$150,673 "
Camden Kelly ,"$97,338 per year",US,Data Scientist,"$97,338 "
Medical Diagnostics ,"$140,000 per year",US,Data Scientist,"$140,000 "
X4 Group Ltd ,"$162,223 per year",US,Data Scientist,"$162,223 "
Prime Team Partners ,"$132,015 per year",US,Data Scientist,"$132,015 "
Empiric ,"$134,025 per year",US,Data Scientist,"$134,025 "
Avalon Executive Search ,"$145,913 per year",US,Data Scientist,"$145,913 "
TechUSA ,"$130,000 per year",US,Data Scientist,"$130,000 "
PeopleStaff ,"$150,025 per year",US,Data Scientist,"$150,025 "
Geode Executive Search ,"$185,892 per year",US,Data Scientist,"$185,892 "
Gladwin Analytics ,"$120,000 per year",US,Data Scientist,"$120,000 "
Coda Staffing ,"$135,000 per year",US,Data Scientist,"$135,000 "
CandidateXchange ,"$100,000 per year",US,Data Scientist,"$100,000 "
House of Recruitment ,"$150,769 per year",US,Data Scientist,"$150,769 "
Maganti IT Resource LLC ,"$142,303 per year",US,Data Scientist,"$142,303 "
HireNetworks ,"$84,245 per year",US,Data Scientist,"$84,245 "
